# List created using the lists from:
# http://www.issn.org/2-22660-LTWA.php
-agoge	-ag
villamosgep	villgep
villamosgepgyar	villgepgy
villamosipar	villip
villamosmernok	villmern
villamosvasut	villvasut
villatidskrift-	villatidskr
Villingen	Vill
villkor	villk
viltekologi	viltekol
viltforskning	viltforsk
viltunders-	viltunders
vilnussk-	vilnus
vinafelag	vinafel
vinarsk-	vinar
vinarstv-	vinar
vincentiaan	vincent
Vincentian	Vincent
vincentien	vincent
vinculacion	vincul
vindica-	vindic
vindobonensis	vindob
vinegar	vineg
vinemaking	vinemak
vinicol-	vinic
vinicultur-	vinic
vinific-	vinif
vinipeg-	vinip
vinkov-	vinkov
vinnick-	vinnick
vinnick-	vinnick
Vinnipeg-	Vinn
vinodel-	vinodel
vinodolsk-	vinod
vinograd-	vinograd
vinohrad-	vinohrad
vinorobstvo	vinorob
vinotheque	vinoth
violacion	viol
violati-	viol
violin-	violin
viomehanike	viomeh
virallinen	vir
viranhaltija	viranhalt
viragtalan	viragtl
Virgin-Islands	Virg.-Isl
Virginia	Va
virkamiesjarjesto	virkamiesjarj
virkeslara	virkesl
virksomhed	virksh
virksomhet	virksh
virobnictvo	virob
virolog-	virol
viroterap-	viroter
Virovitica	Virovit
virovitick-	virovit
virski	vir
virtic-	virt
virtuv-	virtuv
Virusforschung-	Virusforsch
Virusinfekti-	Virusinfekt
viruskontamin-	viruskontam
Viruskunde	Viruskd
virusn-	virusn
virusolog-	virusol
virussjukdomar	virussjukd
virziens	virz
visability	visabil
visag-	visag
visarkiv	visark
Visayas	Vis
visblad	visbl
visceral	visc
Visegrad	Visegr
vision	vis
visionary	vision
visionnaire	vision
visit-	visit
viskosimetr-	viskosim
visning	visn
visok-	visok
visokogradnja	visokograd
visokoskolsk-	visokosk
visparizglitoj-	visparizglit
visscher-	visscher
visserij	viss
viss-	viss
visual-	vis
visueel	vis
visuel-	vis
visuomene	visuom
viszeral-	visz
viszonyit-	viszony
viszonyl-	viszony
visegradsk-	visegr
vitalia	vital
Vitalstoff-	Vitalst
vitamin	vitam
vitamina	vitam
vitamine	vitam
vitamini-	vitam
vitaminn-	vitam
vitaminolog-	vitaminol
vitaminov	vitam
vitamins	vitam
vitebsk-	vitebsk
vitel	vit
vitenskap	vitensk
vitezn-	vitez
viticol-	vitic
viticultur-	vitic
vitivinicol-	vitivinic
vitivinicultura	vitivinic
vitorla-	vitorl
vitr-	vitr
vitro-rtin-	vitro-rtin
vitreoretin-	vitreoretin
vitrifie	vitrif
vitskapsteoretisk	vitskapsteor
vitterhet	vitterh
vittor-	vittor
vivarienkund-	vivarienkd
vivarois	vivar
vivcenna	vivc
viverrid	viver
vivisectie	vivisect
vivisection	vivisect
vivrier	vivr
vixilanc-	vixil
Vizant-	Viz
vizcaino	vizc
vizcaya	vizc
vizij-	vizij
vizsgal-	vizsg
vizsgalat	vizsg
vizuala	viz
vizualis	viz
viskipta	visk
visnik	visn
vistnik-	vistn
visindafelag	visindafel
vitezslava	vitezsl
vizepit-	vizep
vizepites	vizep
vizepitoipar	vizepip
vizgazdalkodas	vizgazdalk
vizgepesz-	vizgep
vizhasznosit-	vizhasznos
vizikozlekedes	vizikozlek
vizkeszlet	vizkeszl
vizkeszletgazdalkodas	vizkeszlgazdalk
vizminoseg	vizmin
vizminoseggazdalkodas	vizmingazdalk
vizminosegszabalyozas	vizminszab
vizrajz	vizr
viztechnologia	viztechnol
vizugy	vizu
vizvedel-	vizved
vinat	vin
vinato-	vin
vidvod-	vidvod
vjesnik-	vjesn
vjestnik-	vjestn
vjetar	vjet
vkluc-	vkluc
vkluc-	vkluc
vlaamsch-	vlaam
vlaamse	vlaam
Vlaanderen	Vlaan
Vlaardingen	Vlaard
Vlaardings	Vlaard
vladimirsk-	vladimir
vladivostoksk-	vladivost
vlagtwedder	vlagtwedd
vlaming-	vlam
Vlasenick-	Vlasen
vlasnistv-	vlasn
vlastived-	vlastived
vlastnictvi	vlastn
vlastnost-	vlastn
vladn-	vlad
vleesdistributie	vleesdistrib
vleestechnologie	vleestechnol
vleesverwerk-	vleesverwerk
vleeswarenfabriek	vleeswarenfabr
vleeswarenindustrie	vleeswarenind
vliegtuigencyclopedie	vliegtuigencycl
vliegtuigreparatiebedrijven	vliegtuigreparatiebedr
Vlieland	Vliel
Vliesstoff	Vliesst
Vlissingen	Vlissing
vloerbedekking	vloerbedekk
vloermatteindustrie	vloermatteind
vlozenie	vloz
vluchteling-	vluchtel
vlugblad	vlugbl
vlugschrift-	vlugschr
vnatres-	vnatr
vnedrenie	vnedr
vnesn-	vnes
vneurocn-	vneuroc
vnitrn-	vnitr
vnitropoliticky	vnitropolit
vnutrenn-	vnutr
vnutrireaktor-	vnutrireakt
vocabulaire	vocab
vocabular-	vocab
vocacion-	vocac
vocation-	vocat
vocarstvo	vocar
vodrensk	vodren
vodan-	vod
vodn-	vodn
vodnohimi-	vodnohim
vodocn-	vodocn
vodohospodar-	vodohospod
vodohozajstv-	vodohoz
vodohranilis-	vodohran
vodoobmen	vodoobm
vodoohran-	vodoohr
vodopodgotov-	vodopod
vodoprivreda	vodoprivr
vodosnabzen-	vodosnabz
vodostopanski	vodostop
vodougoln-	vodougoln
voedingsmiddel	voedingsm
voedingsonderzoek-	voedingsonderz
voedingsoplossing-	voedingsoploss
voedingsorganisat-	voedingsorgan
voedingsprodukt-	voedingsprod
voedingsvereniging	voedingsver
voedselvraagstuk-	voedselvraagst
voedselwetenskap-	voedselwet
voenn-	voen
Voerendaal	Voerend
voertui-	voert
voetbal	voetb
vogelbescherming	vogelbescherm
Vogelenzang	Vogelenz
Vogelkund-	Vogelkd
vogelkundlich	vogelkdl
vogtigheid	vogtigh
Vogtland-	Vogtland
voiaj-	voiaj
voilier	voil
voimatekniik	voimatek
voimayhtio	voimay
voiteluainelaborator-	voiteluainelab
voiturier	voitur
voivod-	voiv
vojask-	vojas
vojensk-	vojen
vojenskozdravotn-	vojenskozdrav
vojn-	vojn
vojnoekonom-	vojnoekon
vojnoistor-	vojnoistor
vojnomedicin-	vojnomed
vojnonaucn-	vojnonauc
vojnosanitet-	vojnosanit
vojnotehni-	vojnoteh
vojnozgodov-	vojnozgod
vojsk-	vojs
vojvod-	vojv
vokieciu	vokiec
Vokietija	Vokiet
voksenopplring	voksenopplr
voksenpedagogisk	voksenpedagog
volcanic	volcan
volcanolog-	volcanol
voleibol	voleib
volejbal	volejb
voleybol	voleyb
volgar-	volg
volgograd-	volgogr
volitve	volit
volkenkunde	volkenkd
volkenrecht	volkenr
volksalmanak	volksalm
Volksbildung	Volksbild
Volksblatt	Volksbl
volksboek-	volksb
Volksbuch	Volksb
volkscultuur	volkscult
volksdansgroep-	volksdansgr
Volksdemokratie	Volksdemokr
Volksdichtung	Volksdicht
Volkseinkommen	Volkseinkomm
Volksernahrung	Volksernahr
Volksforschung	Volksforsch
Volksgesundheit	Volksgesundh
volksgezondheid-	volksgezond
Volksgruppe	Volksgr
Volksheimstattenwerk	Volksheimstattenw
Volkshochschule	Volkshochsch
volkshogeschool	volkshogesch
volkshuisvesting	volkshuisv
Volkskalender	Volkskal
Volkskultur	Volkskult
Volkskunde	Volkskd
volkskundig	volkskd
volkskundlich-	volkskdl
Volksmarine	Volksmar
volksrepubliek	volksrepub
Volksrepublik	Volksrepub
Volksschule	Volkssch
volksvoeding-	volksvoed
Volkswagenwerk	Volkswagenw
Volkswirtschaft	Volkswirtsch
Volkszahlung	Volkszahl
Volkszeitung-	Volksztg
Vollendung	Vollend
volleyball	volleyb
volljahrig	volljahr
Vollredaktion	Vollred
Vollsitzung	Vollsitz
vollstandig-	vollst
volmaking	volmak
voloc-	voloc
vologodsk-	vologod
volokno	volok
volont-	volont
voltage	volt
voltaic	volta
voltaique	volta
voltig-	voltig
volum-	vol
Volumenersatzmittel-	Volumenersatzm
volunt-	volunt
Volusia	Volus
volwassene	volwass
volzsk-	volz
vonatkoz-	von
voorbereidend	voorbereid
voorbereiding	voorbereid
voorbericht	voorber
Voorburg	Voorbg
voordracht-	voordr
voorgelegd	voorgel
voorheen	voorh
voorjaarsbloei-	voorjaarsbloei
voorleesboek	voorleesb
voorlichting	voorlicht
voorligting	voorligt
voorlopig	voorlop
voorlopige	voorlop
Voorne-Putten	Voorne-Putt
voorstellen	voorstel
voorstudie	voorstud
voortbreng-	voortbr
voortgangsrapportage	voortgangsrapp
voortgezet	voortg
voortschrijden-	voortschrijd
vooruitz-	vooruitz
vooruz-	vooruz
voorwaardelijk	voorwaardel
voorzieningen	voorzien
voorzitter	voorzitt
vopros-	vopr
Voranmeldung	Voranmeld
Vorarbeit	Vorarb
Vorarlberg	Vorarlb
Vorausberechnung	Vorausberechn
Vorausinformation	Vorausinf
Vorbehandlung-	Vorbehandl
Vorbemerkung	Vorbemerk
Vorbereitung	Vorbereit
vorbeugen	vorbeug
Vorbildung	Vorbild
Vorderasiat-	Vorderasiat
Vorderer	Vord
Vorgeschichte	Vorgesch
vorgeschichtlich	vorgesch
vorhaben	vorh
Vorlage	Vorl
vorlaufig-	vorlauf
Vorlesung	Vorles
vormals	vorm
vormingscentrum	vormingscent
vormingswerk	vormingsw
Vormundschaft	Vormundsch
vornehmlich	vornehml
vornemlich	vorneml
voronegien-	voroneg
voronezsk-	voronez
vorosilovgradsk-	vorosilovgr
vorosilovsk-	vorosilov
vorpommersch-	vorpommer
Vorratspflege	Vorratspfl
Vorschlagswesen	Vorschlagswes
Vorschrift-	Vorschr
Vorschule	Vorsch
vorsitz-	vorsitz
Vorsorgeeinricht-	Vorsorgeeinricht
Vorsorgemedizin-	Vorsorgemed
Vorstadium	Vorstad
vorstenland-	vorstenl
Vortrag	Vortr
Vorurteil	Vorurtl
Vorurtheil-	Vorurthl
vorwartsstreb-	vorwartsstreb
Vorzeit	Vorz
vosgien	vosg
voskresnyj	voskres
vospalen-	vospal
vospitac-	vosp
vospitanie	vosp
vospitatelnyj	vospit
vosproizvodstv-	vosproizvod
vossisch-	voss
vossoedinen-	vossoedin
vosstanov-	vosstanov
vosstanoviteln-	vosstanov
vostocn-	vost
vostok	vost
vouwstoff-	vouwst
vouwwagen	vouwwag
voyag-	voyag
vozdejstvi-	vozdejstv
vozdelyv-	vozdel
vozdusn-	vozdusn
vozilo	voz
voznesensk-	voznesensk
Vozobnovl-	Vozobnov
vozrastn-	vozrastn
vozrozdenie	vozrozd
vozdovack-	vozd
voorkeel-	voorkeel
Volkerbeschreibung	Volkerbeschreib
Volkerkunde	Volkerkd
volkerkundlich-	volkerkdl
Volkerpsychologie	Volkerpsychol
Volkerrecht	Volkerr
volkerrechtlich-	volkerrechtl
Volkerverstandigung	Volkerverstand
Volkerwanderung	Volkerwander
voruflokk-	voruflokk
vprasanje	vpras
vraagstuk	vraagst
vracebn-	vrac
vranc-	vranc
vranjsk-	vranj
vrasenie	vras
Vratislav-	Vrat
Vrazdin	Vrazd
vrbnicki	vrbnic
Vrbovec	Vrb
vredeseiland-	vredeseil
vredesvraagstuk-	vredesvraagst
vreditel-	vred
vrednyj	vred
vreemdeling	vreemd
vrelci	vrel
vremen-	vrem
vremennik	vrem
vrhovn-	vrh
vriendenblad	vriendenbl
vriendschap	vriendsch
vrijednosni-	vrijed
vrijetijdsbesteding	vrijetijdsbested
vrijetijdssector	vrijetijdsect
vrijheid	vrijh
vrijstelling	vrijstell
vrijwillig	vrijw
vrijzinnig	vrijz
vrincean-	vrinc
vrlicko	vrlic
vrnjack-	vrnjac
vroegchristelijk	vroegchrist
vrouwenarbeid	vrouwenarb
vrouwenbeweging	vrouwenbew
vrouwenhuisvestingsoverleg	vrouwenhuisvestingsoverl
vrouwenhulpverlening	vrouwenhulpverl
vrouwenkrant	vrouwenkr
vrouwenraad	vrouwenr
vrouwenstud-	vrouwenstud
vrouwenvereniging	vrouwenver
vrozen-	vroz
vrsack-	vrsac
vrti-	vrt
vrucht-	vrucht
vseblgar-	vseblg
vsemirn-	vsemirn
vsepogod-	vsepogod
vsepolsk-	vsepol
vserossijsk-	vseross
vsesouzn-	vses
vseukrayinsk-	vseukr
vspomogat-	vspomog
vseobec-	vseob
vtoricnyj	vtor
vtoroj	vtor
vuchon-	vuch
Vukomeri-	Vukomer
vukovarsk-	vukovar
vulcanism-	vulcan
vulcanolog-	vulcanol
vulgarisat-	vulg
vulgarizac	vulg
Vulkaninstitut-	Vulkaninst
Vulkanisation	Vulkanis
Vulkaniseur	Vulkanis
vulkanogen-	vulkanog
vulkanolog-	vulkanol
vuosijulkais-	vuosijulk
vuosikatsau-	vuosikats
vuosikertomus	vuosikert
vuosikirja	vuosik
vuosiluettelo	vuosiluett
vuosiseminaar-	vuosisemin
vuositilasto-	vuositil
vurder-	vurder
vuxenpedagogik	vuxenpedagog
vuxenundervisning	vuxenundervis
vuxenutbildning	vuxenutbild
vybaveni	vybav
vyborgsk-	vyborg
vybran-	vybr
vybros-	vybros
vycislitel-	vycisl
vydan-	vyd
vydavat-	vydav
vyfjaarlik-	vyfjaarl
vyhlas-	vyhlas
vyisnik	vyisn
vynalez-	vynalez
vyplavk-	vyplavk
vypoln-	vypoln
vypracov-	vyprac
vypusk-	vyp
vypus-	vyp
vyrabot-	vyrabot
vyriausybes	vyriaus
vyrkes-	vyrkes
vyskum-	vysk
vysoc-	vysoc
vysok-	vysok
vysokoantifrikcion-	vysokoantifrikc
vysokocastotn-	vysokocast
vysokocist-	vysokocist
vysokogorn-	vysokogorn
vysokokacestv-	vysokokac
vysokomolekul-	vysokomol
vysokoobvodn-	vysokoobvodn
vysokoogneuporn-	vysokoogneuporn
vysokopolimer-	vysokopolim
vysokoprocn-	vysokoprocn
vysokoprodukt-	vysokoprod
vysokoproizvod-	vysokoproizvod
vysokoskol-	vysokosk
vysokotemperat-	vysokotemp
vysokotocn-	vysokotocn
vyss-	vyss
vystavka	vyst
vystym-	vystym
vysedsej	vys
vytapeni	vytap
vyucovani	vyuc
vyuzit-	vyuz
vyvetrivanie	vyvetr
vyvuchenn-	vyvuch
vyziv-	vyziv
vyber	vyb
vybor-	vyb
vychodni	vychod
vychodocesky	vychodoces
vychodoslovensk-	vychodoslov
vychov-	vych
vydavky	vydav
vyhledova	vyhled
vykladovy	vyklad
vykonova	vykon
vypocetn-	vypocet
vypoctov-	vypoct
vyrobni	vyrob
vyrocn-	vyr
vysled-	vysled
vystav-	vyst
vystavba	vystav
vytvarn-	vytv
vyvoj-	vyvoj
vyvojka	vyvoj
vyvojovy	vyvoj
vyzkum-	vyzk
vyznacn-	vyzn
vzaimodejstvie	vzaimodej
vzaimosvaz-	vzaimosvaz
vzajemnost	vzajem
vzajomnost	vzajom
vzdelavania	vzdel
vzdel-	vzdel
vzduchotechni-	vzduchotech
vzorove	vzor
vzpomink-	vzpom
vzryvozasi-	vzryvozas
vztahy	vzt
vkkelse-	vkk
vrksted	vrkst
vsen	vs
vglista	vgl
vnsen	vn
vorz-	vorz
vpros-	vpr
vtresen	vtr
vtresnopartij-	vtresnopartij
vzdus-	vzdus
vzmoznost	vzmoz
vzpitanie	vzpit
vzrazd-	vzrazd
vzstanovavane	vzstan
Waakirchen	Waakirch
waarnemer	waarn
waarneming	waarn
Wachenheim-	Wachenh
wachsen	wachs
Wachstumsregulat-	Wachstumsregul
wachtgeldfonds-	wachtgeldfond
Wadgassen-	Wadgass
Waerland	Waerl
wage-earner	wage-earn
Wageningen	Wagening
Wahlergebnis	Wahlergeb
Wahlkreis	Wahlkr
Wahlperiode	Wahlper
Wahnbachtalsperrenverband-	Wahnbachtalsperrenverb
Wahrheit	Wahrh
Wahrnehmung	Wahrnem
Waiblingen	Waibling
wait-	wait
waiv-	waiv
wakefield	wakef
Walbergerg-	Walberb
walcz-	walcz
Waldarbeit	Waldarb
waldduengung-	walddueng
Waldenbuch	Waldenb
Waldenburg	Waldenbg
Waldens-	Waldens
Waldfelden	Waldf
Waldkirchen	Waldkirch
Waldorfkindergarten	Waldorfkindergart
Waldorfschule	Waldorfsch
Waldokosystem	Waldokosyst
Waldschadensforschung	Waldschadensforsch
Waldschadensinventur	Waldschadensinvent
Waldwirtschaft	Waldwirtsch
Waldzustandsbericht	Waldzustandsber
walker	walk
walking	walk
walkway	walkw
wallchart	wallch
wallcovering	wallcover
wallpaper	wallpap
Wallstreet	Wallstr
Waltham	Walth
Walton	Walt
waltung-	walt
Walzen	Walz
Walzwerk	Walzw
wandelende	wandel
wandelsportblad	wandelsportbl
wander-	wander
Wanderung	Wander
Wandlung-	Wandl
Wangen-	Wangen
wanita	wan
wapenboek	wapenb
wapenhandel	wapenhand
Wappenbucher	Wappenbuch
Wappenkunde	Wappenkd
warbird	warb
Warburg-	Warbg
warden	ward
warehouse	wareh
warehousing	warehous
Warendorf	Warend
Warengenossenschaft	Warengenoss
Warengruppe	Warengr
warenkund-	warenkd
Warenprufung	Warenpruf
Warensortiment	Warensortim
Warenubersicht	Warenubers
Warenverkehr	Warenverk
Warenverzeichnis	Warenverz
Warenzeichen	Warenzeich
warfare-	warf
wargame	warg
warisan	waris
warmi-	warm
Warminster	Warminst
warmtetechni-	warmtetech
warn-	warn
Warsaw	Wars
warship-	warsh
warszawsk-	warsz
warsztatowy	warszt
warta-	war
Wartenberg	Wartenb
Wartezimmer	Wartezimm
Wartung	Wart
Warwickshire	Warwicks
warzywniczy	warz
wasaensis	wasa
Waschmittel	Waschm
Washington	Wash
wasindustrie	wasind
wassalon	wassal
Wasseraufbereitung-	Wasseraufbereit
Wasserbehandlung	Wasserbehandl
Wasserbeschaffenheit	Wasserbeschaffenh
Wasserbewirtschaftung	Wasserbewirtsch
Wasserchemi-	Wasserchem
Wasserfachmann	Wasserfachm
Wasserforschung	Wasserforsch
wassergefahrd-	wassergefahrd
Wassergutewirtschaft	Wassergutewirtsch
Wasserhygien-	Wasserhyg
wasserij	wasser
Wasserinhaltsstoffe-	Wasserinhaltsst
Wasserinstallation	Wasserinstall
Wasserkraft-	Wasserkr
Wassermengenwirtschaft	Wassermengenwirtsch
Wasserrecht	Wasserr
Wasserressource	Wasserressour
Wasserstatistik	Wasserstat
Wasserstoff	Wasserst
Wasserstrasse	Wasserstr
Wassertechni-	Wassertech
Wassertechnologie	Wassertechnol
Wassertemperatur	Wassertemp
Wassertransport	Wassertransp
Wasserversorgung	Wasserversorg
Wasserverwendung	Wasserverwend
Wasserwesen	Wasserwes
wasserwiederverwendung-	wasserwiederverwend
Wasserwirtschaft	Wasserwirtsch
Wasserzeichen	Wasserzeich
watch-	watch
watchbird	watchb
waterbouw	waterb
waterbouwkunde	waterbouwkd
waterdistributie	waterdistrib
Waterford	Waterf
waterfront	waterfr
waterhuishouding	waterhuish
Watering-	Watering
waterjetting	waterjett
waterkwaliteit	waterkwal
Waterland	Waterl
waterleiding	waterleid
wateronderzoek	wateronderz
waterproblem-	waterprobl
waterschap	watersch
watersportaccomodatie	watersportaccomod
waterstaatsgeschiedenis	waterstaatsgeschied
Waterstaatswerk	Waterstaatsw
waterstand-	waterstand
watertemperatur-	watertemp
watertoerisme	watertoer
watervoorziening	watervoorzien
waterway-	waterw
wavefunction-	wavefunct
wavelength	wavel
wawel-	wawel
wazniejszy	wazn
wabrzy-	wab
Wachtersbach	Wachtersb
Wahrung	Wahr
Wald-	Wald
Walzlagertechnik	Walzlagertech
Warmebehandlung-	Warmebehandl
Warmekraftwerk	Warmekraftw
warmepumpenstatusbericht	warmepumpenstatusber
Warmepumpentechnik	Warmepumpentech
Warmeruckgewinnung	Warmeruckgewinn
Warmetechni-	Warmetech
Warmewirtschaft-	Warmewirtsch
Wascher	Wasch
Wascherei	Wasch
wczesnosredniowieczn-	wczesnosredniow
wdrozeni-	wdroz
weanling	weanl
weaponry	weapon
weather-	weather
weav-	weav
wedd-	wedd
weekbericht	weekber
weekblad	weekbl
weekbulletin	weekbull
weekeditie	weeked
weekend-	weekend
weekkrant	weekkr
weekly	wkly
weekoverzicht	weekoverz
weerkantoor	weerkant
weersgesteldheid	weergesteldh
wegbebakening	wegbebaken
wegbouwkund-	wegbouwkd
wegenbouw	wegenb
wegenbouwkundig-	wegenbouwkd
wegencongres-	wegencongr
wegtransportmiddel	wegtransportmidd
wegverharding	wegverhard
wegverkeer	wegverk
wegverlichting	wegverlicht
wegvervoerverwant-	wegvervoerverw
Wegweiser	Wegweis
wegwijzer	wegwijz
Wehrausbildung	Wehrausbild
Wehrbeauftragt	Wehrbeauftr
Wehrdienst	Wehrd
Wehrgeophysik	Wehrgeophys
Wehrheim	Wehrh
Wehrmedizin-	Wehrmed
Wehrpharmazie	Wehrpharm
wehrpolitisch	wehrpolit
Wehrpsychiatr-	Wehrpsychiatr
wehrpsychologisch	wehrpsychol
Wehrrecht	Wehrr
Wehrtechni-	Wehrtech
Wehrwissenschaftlich	Wehrwiss
Weichtierkunde	Weichtierkd
weidebouw	weideb
weigering	weiger
weighing	weigh
weight-	weight
weightlift-	weightlift
Weihenstephan	Weihensteph
Weihnachten	Weihnacht
Weihnachtsblatt	Weihnachtsbl
Weikersheim	Weikersh
Weilheim-	Weilh
Weimar-	Weimar
Weinbauinstitut	Weinbauinst
Weinbaukataster	Weinbaukatast
weinbaulich	weinbaul
Weinberg	Weinb
Weinblatt	Weinbl
Weinerzeugung	Weinerzeug
Weingarten	Weingart
Weinhandel	Weinhand
Weinheim	Weinh
Weinkultur	Weinkult
Weinkufer	Weinkuf
Weinlandschaft	Weinlandsch
Weinrecht	Weinr
Weinsberg	Weinsb
Weinstadt	Weinst
Weinstrasse	Weinstr
Weinwirtschaft	Weinwirtsch
Weinzeitung	Weinztg
Weisheit	Weish
Weissbuch	Weissb
Weissenburg	Weissenbg
Weissenstadt	Weissenst
Weisskirchen	Weisskirch
Weissrussisch-	Weissruss
Weissrussland	Weissrussl
weissrutheni-	weissruthen
weiter	weit
wekelijkse	wekel
welder	weld
welding	weld
welfare	welf
Wellenausbreitung	Wellenausbreit
Wellingborough	Wellingb
Wellington	Wellingt
Welschbillig-	Welschbillig
Welsynsorganis-	Welsynsorg
Weltanschauung	Weltanschau
Weltforstwirtschaft-	Weltforstwirtsch
Weltgeschichte	Weltgesch
Weltgesprach	Weltgespr
Welthandel	Welthand
Weltkommunismus	Weltkommunism
Weltkonflikt-	Weltkonfl
Weltkongress-	Weltkongr
Weltkraftkonferenz-	Weltkraftkonf
Weltliteratur-	Weltlit
Weltmarktpreis	Weltmarktpr
Weltmission	Weltmiss
Weltorientierung	Weltorientier
weltpolitisch-	weltpolit
Weltraumforschung-	Weltraumforsch
Weltraumtechnolog-	Weltraumtechnol
Weltregierung	Weltregier
Weltspiegel	Weltspieg
Weltstatistik-	Weltstat
weltweit-	welweit
Weltzuckerstatistik	Weltzuckerstat
welvaartsverdeling	welvaartsverdel
Welzheim	Welzh
welzijn	welz
welzijnsbehartiging	welzijnsbehartig
welzijnsbeleid	welzijnsbel
welzijnsmaandblad	welzijnsmaandbl
welzijnsprogramma	welzijnsprogr
welzijnsstichting	welzijnssticht
welzijnsweekblad	welzijnsweekbl
welzijnswerk	welzijnsw
Wendeblatter	Wendebl
Wendland	Wendl
wener-	wener
wenerolog-	wenerol
wenk-	wenk
wentyl-	went
Werbeagentur	Werbeagent
Werbeartikel	Werbeartik
Werbedienst	Werbed
Werbeforschung	Werbeforsch
Werbegesellschaft	Werbeges
Werbekalender	Werbekal
werben	werb
werbend-	werb
Werbepraxis	Werbeprax
Werberecht	Werber
werbericht	werber
Werbetrager	Werbetrag
Werbewissenschaft	Werbewiss
Werbung	Werb
werden	werd
werelddiakonaat	werelddiakon
wereldhandel	wereldhand
wereldtijdschrift	wereldtijdschr
werkbijlage	werkbijl
Werkblatt	Werkbl
Werkblatter	Werkbl
werkboek-	werkb
Werkbrief	Werkbr
werkdocument	werkdoc
werkelijkheid	werkelijkh
werker	werk
werkersvereniging	werkersver
Werkfernverkehr	Werkfernverk
Werkgelegenh-	Werkgeleg
werkgemeenschap	werkgem
Werkgemeinschaft	Werkgem
werkgever	werkgev
werkgroep	werkgr
Werkheft	Werkh
werkloosheid	werkloosh
werkloosheidsvoorziening	werkloosheidsvoorzien
Werkmeister	Werkmeist
werkplaats	werkpl
werkprogramma	werkprogr
Werksarchiv	Werksarch
Werksbericht-	Werksber
Werksbucherei	Werksbuch
Werkschrift	Werkschr
Werksleiter	Werksleit
Werkstandard	Werkstand
werkstation	werkstn
Werkstattbericht	Werkstattber
Werkstattbuch	Werkstattb
Werkstattendienst	Werkstattend
Werkstattgesprach	Werkstattgespr
Werkstattheft	Werkstatth
Werkstattreihe	Werkstattr
Werkstattschrift-	Werkstattschr
werkstattstechni-	werkstattstech
Werkstoff-	Werkst
Werkstruktur	Werkstrukt
werktuigbouw	werktuigb
werktuigbouwkunde	werktuigbouwkd
werkuitgave	werkuitg
Werkunterricht	Werkunterr
werkverband	werkverb
Werkverkehr	Werkverk
Werkveroffentlichung	Werkveroff
werkvoorziening	werkvoorzien
werkzaamh-	werkzaamh
Werkzeitschrift	Werkz
Werkzeugmaschine	Werkzeugmasch
Werl-	Werl
Werralandschaft	Werralandsch
Werterhaltung	Werterhalt
Wertheim-	Werth
Wertpapier	Wertpap
Wertstoff-	Wertst
wertvoll-	wertvoll
wesentlich	wesentl
Weseranteil	Weserantl
Weserbergland	Weserbergl
Wesermundung	Wesermund
wesleyan	wesley
Wessling	Wessl
West Virginia	W. Va
West-Europa	West-Eur
Westberlin	Westberl
Westchester	Westchest
westdeutsch-	westdtsch
Westdeutschland	Westdtschl
westen	west
Westerburg	Westerbg
Westerhoven	Westerh
western-	west
westers	west
Westervoort	Westerv
Westeuropa	Westeur
Westfalen	Westfal
westfalisch-	westfal
westisch	west
westlich	westl
Westminster	Westminst
Westmorland	Westmorl
Westmount	Westmt
Weston	West
Weston-Super-Mare	West.-Super-Mar
westpalaarktisch-	westpalaarkt
Westpreussen	Westpreuss
Westville	Westv
westvlaamse	westvlaam
westward-	westw
wetboek	wetb
wetenschap-	wet
wetenskap-	wet
wetenswaardigheid	wetenswaardigh
weterynar-	weter
wetland-	wetl
Wettbewerb	Wettbew
wettenbundel	wettenbund
wettenverzameling	wettenverzamel
Wetterbericht	Wetterber
Wetterdienst	Wetterd
Wettergeschehen	Wettergesch
Wetterkarte	Wetterkt
Wetzlarer	Wetzlar
wewnetrzn-	wewn
Weybridge	Weybr
wezen	wez
wedkarsk-	wedkar
wedlin-	wedl
weglowy	wegl
whaling	whal
Wharton	Whart
wheatgrower	wheatgrow
wheel-	wheel
whisper	whisp
wholeness	wholen
wholesal-	wholes
wholistic-	wholist
wiadomosc-	wiad
wiaz-	wiaz
wichtig	wicht
wicker-	wicker
Widerstandsschweisstechni-	Widerstandsschweisstech
Wiebelsheim	Wiebelsh
wieczorny	wiecz
Wiederaufarbeitung	Wiederaufarb
Wiederbelebung	Wiederbeleb
Wiedereingliederung	Wiedereinglied
Wiederherstellung	Wiederherstell
Wiederverwendung-	Wiederverwend
wiejsk-	wiej
wieler	wiel
wielkoczasteczkowy	wielkoczast
